State_Name,State_ab,County,City,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,sum_w
Alabama,AL,Mobile County,Chickasaw,36611,251,10894952,909156,30.77145,-88.079697,38773,30506,33101,1638.26051309172
Alabama,AL,Barbour County,Louisville,36048,334,26070325,23254,31.708515999999996,-85.611039,37725,19528,43789,258.017684685483
Alabama,AL,Shelby County,Columbiana,35051,205,44835274,261034,33.191452000000005,-86.61561800000001,54606,31930,57348,926.030999750251
Alabama,AL,Mobile County,Satsuma,36572,251,36878729,2374530,30.874343,-88.009442,63919,52814,47707,378.11461910292996
Alabama,AL,Mobile County,Dauphin Island,36528,251,16204185,413605152,30.250913,-88.17126800000001,77948,67225,54270,282.320327843928
Alabama,AL,Cullman County,Cullman,35057,256,8913021,26837,34.045414,-86.88266999999999,50715,42643,35886,173.325958599703
Alabama,AL,Escambia County,East Brewton,36426,251,8826252,91015,31.091440000000002,-87.05534499999999,33737,23610,28256,758.771322372054
Alabama,AL,Elmore County,Coosada,36020,334,10222339,176500,32.544337,-86.336446,46319,40242,38941,397.052564239374
Alabama,AL,Morgan County,Eva,35621,256,10544874,78981,34.326504,-86.76531800000001,57994,39591,47235,137.496038515582
Alabama,AL,Talladega County,Sylacauga,35151,256,45178321,6034534,33.168096999999996,-86.442774,54807,41712,51359,380.728238095448
Alabama,AL,DeKalb County,Rainsville,35986,256,145527967,924063,34.457329,-85.689447,47929,38947,44430,3621.6303189841706
Alabama,AL,Etowah County,Gadsden,35901,256,96637272,3060329,34.009563,-86.01564300000001,42251,28811,41397,10716.139237052199
Alabama,AL,Butler County,Georgiana,36033,334,16154540,0,31.639134000000002,-86.746762,27993,19757,27656,553.438214146472
Alabama,AL,Coosa County,Rockford,35136,256,16819854,75870,33.060835,-86.05233299999999,31229,22745,27452,528.084884689552
Alabama,AL,Hale County,Greensboro,36744,334,6156793,24951,32.700967999999996,-87.5937,36439,21136,45043,775.2524845924839
Alabama,AL,Marion County,Guin,35563,205,5028328,0,33.944319,-87.870368,56934,39047,53934,37.264331510563295
Alabama,AL,Geneva County,Hartford,36344,334,16152099,37439,31.105348,-85.691225,41057,21608,45280,770.5658391739099
Alabama,AL,Jefferson County,Helena,35080,205,53950336,833954,33.285635,-86.874488,93682,300000,55763,359.444828293645
Alabama,AL,Etowah County,Hokes Bluff,35903,256,30893300,423908,33.989682,-85.862873,57202,46738,44401,1140.74818957597
Alabama,AL,Covington County,Opp,36467,334,6618368,135412,31.238158000000002,-86.32510400000001,49699,34049,48287,77.3974208024441
Alabama,AL,Etowah County,Attalla,35954,256,19297932,0,34.0372,-86.147175,51926,300000,28590,179.82725180098097
Alabama,AL,Lamar County,Millport,35576,205,7948840,0,33.580890999999994,-87.986179,44572,34725,36562,152.195391164196
Alabama,AL,Jackson County,Section,35771,256,12755795,8595968,34.545063,-86.09335,56029,31635,62581,65.4314568151737
Alabama,AL,Covington County,Andalusia,36420,334,1347464,7932,31.24398,-86.46015,51098,43794,32431,46.199003500730896
Alabama,AL,Covington County,Lockhart,36455,334,2818242,103127,31.013011,-86.350273,45465,36849,45634,129.828638282687
Alabama,AL,Washington County,Mcintosh,36553,251,2579767,0,31.264957,-88.028369,67392,48713,54529,74.13138169071729
Alabama,AL,Chilton County,Maplesville,36750,334,8463711,104846,32.788282,-86.876651,43767,30427,38304,210.19063992895698
Alabama,AL,Jefferson County,Fairfield,35064,205,6869817,0,33.455197,-86.92263299999999,48074,39817,37964,1376.6511796410998
Alabama,AL,Mobile County,Mobile,36606,251,361044263,105325210,30.668426,-88.100226,53330,38231,50855,51243.6483693845
Alabama,AL,Lawrence County,Moulton,35650,256,15525177,37270,34.488302000000004,-87.28270699999999,42079,28180,39942,1081.05467461344
Alabama,AL,Colbert County,Muscle Shoals,35661,256,42811752,53102,34.743691999999996,-87.633774,60729,49109,48170,3371.98478494149
Alabama,AL,Hale County,Newbern,36765,334,3010370,6872,32.591671999999996,-87.535614,32466,17389,31851,56.3313177265587
Alabama,AL,Tuscaloosa County,Northport,35476,205,43353277,1016012,33.257975,-87.59647,62410,54115,47114,5311.5376828853005
Alabama,AL,Lee County,Opelika,36801,334,154497144,2388300,32.660739,-85.37889,55199,40430,48856,7259.667898326221
Alabama,AL,Sumter County,Panola,35477,205,1858530,3231,32.946819,-88.262264,22603,6190,29054,9.998088877036249
Alabama,AL,Lee County,Ozark,36867,334,72497364,325619,32.461669,-85.025021,86605,79218,52491,695.847229224363
Alabama,AL,Autauga County,Deatsville,36022,334,64250372,132799,32.579539000000004,-86.454318,63066,57698,41175,949.1158077103461
Alabama,AL,Elmore County,Prattville,36067,334,86435482,2322045,32.461908,-86.457385,53597,39054,39602,495.25131727798106
Alabama,AL,Franklin County,Red Bay,35582,256,25224456,268155,34.436097,-88.136515,39220,29055,33077,1046.49929354485
Alabama,AL,Covington County,Andalusia,36421,334,17703764,675339,31.352396999999996,-86.544609,39218,25895,48015,224.026151428601
Alabama,AL,Blount County,Cleveland,35049,205,9758714,14775,33.992756,-86.500325,55127,44609,39231,87.1966609562178
Alabama,AL,Mobile County,Satsuma,36572,251,73566058,497598,30.854581,-88.10992900000001,59567,52275,43545,3110.48608709037
Alabama,AL,Shelby County,Shelby,35143,205,48586750,657199,33.106882,-86.585403,63758,45844,53244,262.086041175498
Alabama,AL,Lee County,Smiths Station,36877,334,17386667,69041,32.534662,-85.11134100000001,57098,45637,48651,1326.28880477322
Alabama,AL,Franklin County,Phil Campbell,35581,256,2403095,2825,34.39287,-87.729597,72297,300000,21067,20.9990399615985
Alabama,AL,Walker County,Sumiton,35148,205,13529257,19710,33.749269,-87.046903,51907,39657,46146,690.507312520946
Alabama,AL,Tallapoosa County,Tallassee,36078,334,27817447,1526561,32.532665,-85.891993,55849,50493,42845,502.57209506137497
Alabama,AL,Mobile County,Mobile,36619,251,33596548,99955,30.581533,-88.21278000000001,55230,47636,45298,4174.79584923934
Alabama,AL,Tuscaloosa County,Tuscaloosa,35406,205,159585773,26058465,33.234404,-87.5283,55815,38843,54867,21342.4371487722
Alabama,AL,Chambers County,Valley,36854,334,28436022,0,32.828953000000006,-85.169386,49554,39263,40901,2423.15327526595
Alabama,AL,St. Clair County,Vincent,35178,205,53311740,978770,33.383145,-86.40254399999999,0,0,0,0.0
Alabama,AL,Chambers County,Camp Hill,36850,256,7054656,48649,32.730078000000006,-85.570999,71026,60438,56646,41.6971961520149
Alabama,AL,Cullman County,Cullman,35057,256,8833073,70375,34.23873,-86.964075,58314,49030,50015,169.126956996312
Alabama,AL,Randolph County,Woodland,36280,256,4036422,0,33.375627,-85.397439,48217,33446,42907,68.0651083865857
Alabama,AL,Chambers County,Wadley,36276,256,7764034,34284,33.091627,-85.527029,14741,11398,10903,47.9984
Alabama,AL,Pickens County,Aliceville,35442,205,11819855,0,33.123686,-88.159364,28347,20997,28311,1057.61739264125
Alabama,AL,Jefferson County,Odenville,35120,205,27893577,150331,33.691576,-86.503766,242857,300000,25317,1.13310666666667
Alabama,AL,Lee County,Auburn,36830,334,152375113,2646161,32.607721999999995,-85.48954499999999,59694,38029,60946,13447.913832101201
Alabama,AL,Mobile County,Bayou La Batre,36509,251,19400655,368667,30.407586,-88.263271,50047,35147,43788,519.27481357065
Alabama,AL,Jefferson County,Bessemer,35022,205,104798633,439841,33.370789,-86.97159599999999,41239,29150,38565,7625.528575564921
Alabama,AL,Greene County,Boligee,35443,205,10231296,36323,32.7681,-88.02857900000001,32777,12379,58584,196.086834832806
Alabama,AL,Marion County,Brilliant,35548,205,27687370,0,34.025353,-87.769145,33353,25776,27149,334.951746154687
Alabama,AL,Shelby County,Calera,35040,205,62376107,685210,33.122319,-86.745644,65576,64695,38729,2521.942893811
Alabama,AL,Pickens County,Carrollton,35447,205,5331435,59271,33.261903000000004,-88.09507099999999,41709,27321,44007,239.687292628643
Alabama,AL,Autauga County,Moody,35004,205,110354665,589709,33.5467968,-86.4306179,45862,32942,40674,1123.83961037007
Alabama,AL,Autauga County,Odenville,35120,205,145753222,539155,33.71717279999999,-86.3824822,62222,56867,43036,1666.54038897558
Alabama,AL,Autauga County,Hoover,35242,205,10526469,723081,33.4073199,-86.7204009,90262,71401,66042,1559.2382221251598
Alabama,AL,Autauga County,Birmingham,35242,205,7151912,58061,33.4007267,-86.6925733,92018,74570,65160,1035.3087575231698
Alabama,AL,Autauga County,Chelsea,35043,205,16899453,292332,33.3567902,-86.6754096,78399,71839,54844,641.301001348827
Alabama,AL,Autauga County,Maylene,35114,205,8011090,34567,33.23323619999999,-86.8499076,85122,75896,58979,959.142977980007
Alabama,AL,Autauga County,Ohatchee,36271,256,177682000,7624905,33.768762100000004,-86.0372827,66000,54091,47663,1009.1596323465599
Alabama,AL,Autauga County,Panola,35477,205,536090556,10788078,32.863881,-88.2623312,34064,28981,28466,438.07924920130404
Alabama,AL,Autauga County,Talladega,35160,256,10137995,8419,33.4548311,-86.0680822,38882,27264,45128,922.6311461933859
Alabama,AL,Autauga County,Sylacauga,35150,256,83495162,1251432,33.148514399999996,-86.2131565,40948,31044,36118,1265.8916585095599
Alabama,AL,Autauga County,Dadeville,36853,256,311017327,1997552,32.887890000000006,-85.69518670000001,48421,35722,44616,1177.67705743682
Alabama,AL,Autauga County,Northport,35475,205,32625607,5489082,33.3231423,-87.56611529999999,77977,74807,59517,502.910296518293
Alabama,AL,Autauga County,Holt,35404,205,9071936,478045,33.2435354,-87.4825444,37965,29413,34880,615.744528440937
Alabama,AL,Autauga County,Tuscaloosa,35401,205,1160279,0,33.2031136,-87.5527647,24931,12361,34393,484.260478680021
Alabama,AL,Autauga County,Tuscaloosa,35404,205,12325885,108719,33.180726799999995,-87.4937929,60252,45803,55310,2029.9086869683701
Alabama,AL,Autauga County,Holt,35404,205,6641779,189874,33.218458500000004,-87.495102,53301,40174,43882,954.5518482068139
Alabama,AL,Autauga County,Nauvoo,35578,205,153528165,704066,33.9445989,-87.46468759999999,40072,29226,37412,1103.88352046728
Alabama,AL,Autauga County,Lanett,36863,334,6948352,0,32.8580358,-85.2066713,35951,23009,38779,1174.4545878045199
Alabama,AL,Autauga County,Millry,36558,251,398488735,659562,31.625663300000003,-88.3415656,48623,40342,41443,764.841684011414
Alabama,AL,Autauga County,Arley,35541,205,145680961,17493922,34.096441799999994,-87.2271905,49046,36818,42393,680.467613633589
Alabama,AL,Autauga County,Prattville,36067,334,5349273,9054,32.4740243,-86.45970329999999,58180,51927,40722,510.844498343053
Alabama,AL,Autauga County,Elmore,36025,334,8020338,60048,32.4473511,-86.4768097,41464,35150,30951,174.328239850479
Alabama,AL,Autauga County,Marbury,36051,205,292756927,516153,32.638522200000004,-86.51487309999999,59061,300000,36002,341.521986778788
Alabama,AL,Autauga County,Perdido,36562,251,971507312,37571032,31.110476199999997,-87.7868713,55216,43407,52450,291.78107689488
Alabama,AL,Autauga County,Bay Minette,36507,251,17478851,155316,30.896961199999996,-87.7737368,36474,24377,31702,452.15901317228105
Alabama,AL,Autauga County,Daphne,36526,251,144260774,676568,30.6478335,-87.8437739,107603,97539,63498,939.725912501181
Alabama,AL,Autauga County,Loxley,36551,251,55584945,274609,30.611477100000002,-87.7725676,50583,41882,37860,343.61696675702797
Alabama,AL,Autauga County,Robertsdale,36567,251,39371387,185367,30.5641292,-87.6870074,69996,300000,37937,178.75830461679902
Alabama,AL,Autauga County,Clanton,35045,205,64410623,251385,32.8695805,-86.6588881,56638,41768,48428,1636.7999599323098
Alabama,AL,Autauga County,Fairhope,36532,251,12365598,1268983,30.5408065,-87.89161800000001,67864,52050,64026,547.269402361686
Alabama,AL,Autauga County,Foley,36535,251,164751029,12027152,30.380275899999997,-87.7703177,71445,58784,51329,211.854953351018
